"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud107",,,,"User:","gsd"
"Cmdline:","dstat --time --cpu --mem --net --disk --swap --output /mnt/nvme/tracing_data/sysdig/dstat.csv",,,,"Date:","01 Jun 2023 10:06:57 WEST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"swap",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","used","free"
01-06 10:15:34,17.794,81.454,0.752,0,0,449585152,3448537088,46026752,12169736192,60,0,0,0,43311104,984289280,
01-06 10:15:35,19.701,80.050,0.249,0,0,448950272,3420725248,46026752,12197580800,0,0,0,0,43311104,984289280,
01-06 10:15:36,17.500,81.750,0.750,0,0,449179648,3391029248,46026752,12226224128,60,0,0,0,43311104,984289280,
01-06 10:15:37,16.919,77.273,1.263,4.545,0,449134592,3364782080,46161920,12251484160,149,0,0,31223808,43311104,984289280,
01-06 10:15:38,19.347,79.648,1.005,0,0,448880640,3332620288,46161920,12283092992,60,0,0,53899264,43311104,984289280,
01-06 10:15:39,19,80.250,0.750,0,0,449830912,3301703680,46161920,12312268800,0,0,0,0,43311104,984289280,
01-06 10:15:40,19.750,80,0.250,0,0,449196032,3273842688,46161920,12339941376,60,0,0,0,43311104,984289280,
01-06 10:15:41,18.593,80.653,0.754,0,0,448835584,3245555712,46161920,12367785984,60,0,0,0,43311104,984289280,
01-06 10:15:42,18.454,77.556,0.998,2.993,0,449286144,3219402752,46297088,12392828928,60,0,0,31178752,43311104,984289280,
01-06 10:15:43,17.544,81.955,0.501,0,0,448880640,3187613696,46297088,12423987200,0,0,0,0,43311104,984289280,
01-06 10:15:44,18,81,0.750,0.250,0,449626112,3159429120,46297088,12450639872,60,0,0,55181312,43311104,984289280,
01-06 10:15:45,19.451,79.800,0.748,0,0,448946176,3129577472,46297088,12480372736,0,0,0,0,43311104,984289280,
01-06 10:15:46,19.750,79.750,0.500,0,0,449409024,3100340224,46297088,12508327936,60,0,0,58130432,43311104,984289280,
01-06 10:15:47,19.950,75.561,1.496,2.993,0,449007616,3077001216,46444544,12531515392,1980,0,12288,714924032,43311104,984289280,
01-06 10:15:48,20.149,78.358,0.498,0.995,0,449179648,3044835328,46444544,12562419712,120,46,0,202117120,43311104,984289280,
01-06 10:15:49,19,80.250,0.750,0,0,448991232,3013451776,46444544,12593209344,0,0,0,0,43311104,984289280,
01-06 10:15:50,21.945,77.307,0.748,0,0,449290240,2986082304,46444544,12619677696,60,0,0,0,43311104,984289280,
01-06 10:15:51,19.095,80.151,0.754,0,0,449019904,2956550144,46444544,12648456192,0,0,0,0,43311104,984289280,
01-06 10:15:52,17.500,78.750,1,2.750,0,449122304,2929426432,46583808,12674732032,60,0,4096,199335936,43311104,984289280,
01-06 10:15:53,18.797,78.947,1.003,1.253,0,448647168,2899656704,46583808,12704264192,90,90,0,172171264,43311104,984289280,
01-06 10:15:54,21,78.250,0.500,0.250,0,449589248,2869350400,46583808,12732637184,60,0,0,40493056,43311104,984289280,
01-06 10:15:55,20,79.250,0.750,0,0,448991232,2839478272,46583808,12762501120,0,0,0,0,43311104,984289280,
01-06 10:15:56,19.250,80.250,0.500,0,0,448868352,2809487360,46583808,12791595008,60,0,0,0,43311104,984289280,
01-06 10:15:57,18.296,77.945,0.752,3.008,0,449798144,2783444992,46718976,12815888384,0,0,0,31215616,43311104,984289280,
01-06 10:15:58,19.799,79.699,0.501,0,0,449232896,2753675264,46718976,12845383680,120,42,0,0,43311104,984289280,
01-06 10:15:59,18.750,80.500,0.500,0.250,0,449654784,2724249600,46718976,12873596928,60,0,0,45752320,43311104,984289280,
01-06 10:16:00,19.250,80.250,0.500,0,0,448360448,2697994240,46718976,12900524032,60,0,0,0,43311104,984289280,
01-06 10:16:01,18.750,80.500,0.750,0,0,449363968,2665721856,46718976,12930764800,0,0,0,0,43311104,984289280,
01-06 10:16:02,18.844,77.387,1.005,2.764,0,449003520,2639261696,46854144,12957052928,60,0,0,31195136,43311104,984289280,
01-06 10:16:03,20.500,78.500,1,0,0,449150976,2608177152,46854144,12987060224,0,0,0,0,43311104,984289280,
01-06 10:16:04,18.953,80.299,0.748,0,0,448950272,2578931712,46854144,13015511040,60,0,0,1798144,43311104,984289280,
01-06 10:16:05,20,79.500,0.500,0,0,448774144,2549604352,46854144,13044187136,0,0,0,0,43311104,984289280,
01-06 10:16:06,19.549,79.950,0.501,0,0,448753664,2520051712,46854144,13073158144,60,0,0,8192,43311104,984289280,
01-06 10:16:07,19.347,75.628,1.256,3.769,0,449110016,2493706240,46989312,13098221568,149,0,0,165830656,43311104,984289280,
01-06 10:16:08,19.697,79.040,1.010,0.253,0,448790528,2466377728,47005696,13124960256,120,0,16384,419037184,43311104,984289280,
01-06 10:16:09,18.500,80.750,0.750,0,0,449667072,2435805184,47005696,13154062336,0,0,0,0,43311104,984289280,
01-06 10:16:10,19.250,80.250,0.500,0,0,448917504,2403491840,47005696,13186129920,60,0,0,0,43311104,984289280,
01-06 10:16:11,20.551,78.697,0.752,0,0,450056192,2374504448,47005696,13213151232,0,0,0,0,43311104,984289280,
01-06 10:16:12,19.701,76.060,1.746,2.494,0,448958464,2348269568,47140864,13239746560,60,0,0,31199232,43311104,984289280,
01-06 10:16:13,19.298,77.444,1.504,1.754,0,449327104,2320629760,47144960,13266468864,0,0,4096,481234944,43311104,984289280,
01-06 10:16:14,19,78.750,0.750,1.500,0,448356352,2292142080,47144960,13294809088,60,0,0,141090816,43311104,984289280,
01-06 10:16:15,19,80.500,0.500,0,0,449216512,2260701184,47144960,13324599296,0,0,0,0,43311104,984289280,
01-06 10:16:16,20.250,78.500,1.250,0,0,449323008,2231001088,47144960,13353570304,60,0,0,0,43311104,984289280,
01-06 10:16:17,17.794,72.431,2.757,7.018,0,448884736,2209427456,47280128,13374730240,60,0,0,31211520,43311104,984289280,
01-06 10:16:18,20.551,78.697,0.752,0,0,448851968,2180128768,47280128,13403295744,60,0,0,0,43311104,984289280,
01-06 10:16:19,17.250,80.750,1,1,0,449277952,2149695488,47280128,13432520704,0,0,0,122843136,43311104,984289280,
01-06 10:16:20,18.939,80.303,0.758,0,0,448872448,2120888320,47280128,13460742144,60,0,0,0,43311104,984289280,
01-06 10:16:21,17.172,82.323,0.505,0,0,449118208,2089443328,47280128,13491118080,0,0,0,0,43311104,984289280,
01-06 10:16:22,16.958,78.304,1.746,2.993,0,448557056,2059591680,47415296,13520994304,60,0,0,31207424,43311104,984289280,
01-06 10:16:23,16.750,82.250,1,0,0,448921600,2030407680,47415296,13548802048,0,0,0,0,43311104,984289280,
01-06 10:16:24,16,83.250,0.750,0,0,448995328,2001891328,47415296,13576245248,60,0,0,774144,43311104,984289280,
01-06 10:16:25,19.598,79.899,0.503,0,0,448897024,1972617216,47415296,13604814848,0,0,0,0,43311104,984289280,
01-06 10:16:26,19.899,79.093,0.756,0.252,0,449355776,1940545536,47415296,13636026368,60,0,0,51146752,43311104,984289280,
01-06 10:16:27,20.500,73,2,4.500,0,448843776,1913016320,47550464,13662851072,0,0,0,79503360,43311104,984289280,
01-06 10:16:28,21,77.750,0.750,0.500,0,448151552,1883967488,47558656,13691899904,60,0,8192,407191552,43311104,984289280,
01-06 10:16:29,20.603,78.643,0.754,0,0,448897024,1857085440,47562752,13717090304,0,0,4096,82489344,43311104,984289280,
01-06 10:16:30,18,81.500,0.500,0,0,449138688,1826533376,47562752,13746556928,60,0,0,0,43311104,984289280,
01-06 10:16:31,17.413,81.841,0.746,0,0,448442368,1797066752,47562752,13775917056,0,0,0,0,43311104,984289280,
01-06 10:16:32,19.154,76.368,0.498,3.980,0,449576960,1769930752,47697920,13801377792,60,0,0,31207424,43311104,984289280,
01-06 10:16:33,19.750,79,0.750,0.500,0,448475136,1741201408,47697920,13830107136,0,0,0,108040192,43311104,984289280,
01-06 10:16:34,18.342,81.156,0.251,0.251,0,449458176,1712459776,47702016,13857247232,60,0,4096,216178688,43311104,984289280,
01-06 10:16:35,16.541,82.456,1.003,0,0,448860160,1681760256,47702016,13887795200,0,0,0,0,43311104,984289280,
01-06 10:16:36,20.500,78.750,0.750,0,0,448667648,1651871744,47702016,13916807168,60,0,0,0,43311104,984289280,
01-06 10:16:37,16.625,73.300,2.267,7.809,0,448643072,1628061696,47837184,13940027392,149,0,0,31199232,43311104,984289280,
01-06 10:16:38,19.750,79.500,0.750,0,0,448524288,1597059072,47837184,13970165760,60,0,0,0,43311104,984289280,
01-06 10:16:39,19.250,79.500,0.500,0.750,0,448720896,1568567296,47837184,13997842432,60,0,0,160710656,43311104,984289280,
01-06 10:16:40,19.701,79.800,0.499,0,0,448180224,1537081344,47837184,14028914688,60,0,0,0,43311104,984289280,
01-06 10:16:41,19.048,80.201,0.752,0,0,449187840,1508229120,47837184,14055964672,0,0,0,0,43311104,984289280,
01-06 10:16:42,17.662,77.861,1.244,3.234,0,449474560,1481703424,47972352,14081667072,60,0,0,31191040,43311104,984289280,
01-06 10:16:43,19.652,79.602,0.746,0,0,449363968,1451823104,47972352,14110699520,0,0,0,0,43311104,984289280,
01-06 10:16:44,20.250,79.250,0.500,0,0,448987136,1423015936,47972352,14138884096,60,0,0,184320,43311104,984289280,
01-06 10:16:45,20,79.500,0.500,0,0,449343488,1392775168,47972352,14167965696,0,0,0,0,43311104,984289280,
01-06 10:16:46,18.797,80.201,1.003,0,0,448811008,1364930560,47972352,14195544064,60,0,0,0,43311104,984289280,
01-06 10:16:47,19.701,73.566,1.247,5.486,0,448745472,1338023936,48107520,14221869056,60,0,0,115298304,43311104,984289280,
01-06 10:16:48,20.347,79.156,0.496,0,0,449167360,1309601792,48107520,14248894464,60,0,0,24625152,43311104,984289280,
01-06 10:16:49,20.253,79.241,0.506,0,0,448876544,1278930944,48123904,14279213056,0,0,12288,460017664,43311104,984289280,
01-06 10:16:50,18.953,80.549,0.499,0,0,448462848,1248788480,48123904,14308806656,60,0,0,0,43311104,984289280,
01-06 10:16:51,20.200,79.302,0.499,0,0,448315392,1217916928,48123904,14339002368,0,0,0,0,43311104,984289280,
01-06 10:16:52,18.953,75.810,1.746,3.491,0,448475136,1195827200,48300032,14360154112,180,0,0,40091648,43311104,984289280,
01-06 10:16:53,20.802,78.697,0.501,0,0,448172032,1165418496,48300032,14389972992,0,0,0,0,43311104,984289280,
01-06 10:16:54,19.849,78.392,1.005,0.754,0,448163840,1134907392,48304128,14419890176,60,0,4096,188174336,43311104,984289280,
01-06 10:16:55,18.750,79.250,1,1,0,449662976,1105461248,48308224,14447054848,0,0,4096,383852544,43311104,984289280,
01-06 10:16:56,20.551,78.947,0.501,0,0,447901696,1077571584,48308224,14475698176,60,0,0,0,43311104,984289280,
01-06 10:16:57,16.750,79,1,3.250,0,449380352,1049657344,48443392,14501371904,0,0,0,31219712,43311104,984289280,
01-06 10:16:58,18.546,80.952,0.501,0,0,449691648,1019850752,48443392,14529945600,60,0,0,0,43311104,984289280,
01-06 10:16:59,19.549,79.950,0.501,0,0,448970752,989564928,48443392,14560153600,60,0,0,0,43311104,984289280,
01-06 10:17:00,21.357,77.889,0.754,0,0,448737280,957091840,48443392,14592253952,60,0,0,79835136,43311104,984289280,
01-06 10:17:01,20,79,1,0,0,449572864,927526912,48443392,14619975680,0,0,0,0,43311104,984289280,
01-06 10:17:02,19.259,75.556,1.235,3.951,0,449171456,902721536,49385472,14643585024,60,0,1368064,37781504,43311104,984289280,
01-06 10:17:03,20.449,78.803,0.748,0,0,449355776,875716608,49385472,14669529088,0,0,0,0,43311104,984289280,
01-06 10:17:04,20.907,78.589,0.504,0,0,448839680,846364672,49385472,14698590208,60,0,0,0,43311104,984289280,
01-06 10:17:05,19.950,79.551,0.499,0,0,448581632,816439296,49385472,14727954432,0,0,0,0,43311104,984289280,
01-06 10:17:06,18.892,80.605,0.504,0,0,448462848,785035264,49385472,14758674432,60,0,0,0,43311104,984289280,
01-06 10:17:07,18.703,77.805,0.748,2.743,0,448606208,754569216,49520640,14788259840,149,0,0,39366656,43311104,984289280,
01-06 10:17:08,20.596,77.667,0.993,0.744,0,447770624,727191552,49520640,14815694848,60,0,0,58060800,43311104,984289280,
01-06 10:17:09,20.603,78.643,0.754,0,0,449413120,696905728,49520640,14843514880,0,0,0,73089024,43311104,984289280,
01-06 10:17:10,18.250,81.250,0.500,0,0,449323008,668495872,49532928,14871015424,60,0,12288,412532736,43311104,984289280,
01-06 10:17:11,20.698,78.803,0.499,0,0,448548864,640524288,49532928,14898974720,0,0,0,0,43311104,984289280,
01-06 10:17:12,17.884,78.086,1.008,3.023,0,448983040,608550912,49668096,14929768448,60,0,0,31219712,43311104,984289280,
01-06 10:17:13,18.500,80.750,0.750,0,0,448139264,578093056,49668096,14960070656,0,0,0,0,43311104,984289280,
01-06 10:17:14,19.355,79.901,0.744,0,0,447832064,547741696,49668096,14989930496,60,0,0,0,43311104,984289280,
01-06 10:17:15,17.706,80.798,0.499,0.998,0,449130496,519745536,49672192,15016222720,60,0,4096,357703680,43311104,984289280,
01-06 10:17:16,20,79.250,0.750,0,0,448917504,491130880,49672192,15044063232,60,0,0,0,43311104,984289280,
01-06 10:17:17,20.099,75.434,1.241,3.226,0,449015808,464371712,49807360,15069806592,0,0,0,31244288,43311104,984289280,
01-06 10:17:18,20.050,79.449,0.501,0,0,448348160,435654656,49807360,15098269696,60,0,0,0,43311104,984289280,
01-06 10:17:19,18.045,81.203,0.752,0,0,450490368,404652032,49807360,15126327296,0,0,0,0,43311104,984289280,
01-06 10:17:20,19.950,79.052,0.748,0.249,0,449843200,374185984,49807360,15156637696,60,0,0,67403776,43311104,984289280,
01-06 10:17:21,20.149,78.856,0.995,0,0,449314816,345378816,49807360,15185178624,0,0,0,29868032,43311104,984289280,
01-06 10:17:22,19.647,75.315,1.259,3.778,0,449187840,316878848,49942528,15212929024,60,0,0,31260672,43311104,984289280,
01-06 10:17:23,20.500,79,0.500,0,0,448950272,288206848,49942528,15241011200,0,0,0,0,43311104,984289280,
01-06 10:17:24,20.948,78.554,0.499,0,0,448479232,258322432,49942528,15270543360,60,0,0,0,43311104,984289280,
01-06 10:17:25,19,80,1,0,0,448888832,229490688,49942528,15298121728,0,0,0,0,43311104,984289280,
01-06 10:17:26,22.388,76.866,0.746,0,0,449363968,197869568,49942528,15328468992,60,0,0,59367424,43311104,984289280,
01-06 10:17:27,18.657,77.114,1.244,2.985,0,449605632,169312256,50077696,15356055552,0,0,0,31199232,43311104,984289280,
01-06 10:17:28,19.750,79.500,0.750,0,0,449191936,137232384,50077696,15387750400,60,0,0,7147520,43311104,984289280,
01-06 10:17:29,20.301,78.697,0.752,0.251,0,451600384,165683200,49967104,15358386176,0,0,3891200,83107840,44097536,983502848,
01-06 10:17:30,19.250,80,0.500,0.250,0,451911680,161718272,49958912,15361466368,60,0,0,92102656,44359680,983240704,
01-06 10:17:31,17.128,81.612,1.008,0.252,0,451555328,161136640,49975296,15362736128,0,0,249856,394354688,44359680,983240704,
01-06 10:17:32,18.953,76.808,2.244,1.995,0,452665344,157908992,50110464,15364055040,60,0,262144,31252480,44359680,983240704,
01-06 10:17:33,19.799,78.947,1.253,0,0,453218304,178180096,50110464,15344553984,0,0,0,8192,44359680,983240704,
01-06 10:17:34,19.241,79.747,1.013,0,0,450621440,176820224,50110464,15348633600,60,0,12288,0,44359680,983240704,
01-06 10:17:35,19.298,79.950,0.752,0,0,451710976,172425216,50110464,15351029760,0,0,0,30855168,44359680,983240704,
01-06 10:17:36,20.603,78.392,0.754,0.251,0,450908160,168960000,50118656,15355129856,60,0,8192,306249728,44359680,983240704,
01-06 10:17:37,18.408,76.368,1.493,3.731,0,452124672,166518784,50253824,15356026880,149,0,0,31236096,44359680,983240704,
01-06 10:17:38,18.844,80.402,0.754,0,0,448634880,164601856,50253824,15360798720,60,0,0,0,44359680,983240704,
01-06 10:17:39,19,80.250,0.750,0,0,448786432,157270016,50253824,15367892992,0,0,0,0,44359680,983240704,
01-06 10:17:40,19.799,79.449,0.752,0,0,448868352,154095616,50253824,15370969088,60,0,0,0,44359680,983240704,
01-06 10:17:41,19.554,78.960,0.743,0.743,0,448344064,175165440,50253824,15350915072,0,0,446464,101896192,44359680,983240704,
01-06 10:17:42,21.197,72.818,1.995,3.990,0,448208896,169889792,50388992,15355437056,60,0,532480,31178752,44359680,983240704,
01-06 10:17:43,19.494,80,0.506,0,0,447918080,164929536,50388992,15360557056,0,0,4096,0,44359680,983240704,
01-06 10:17:44,18.750,80.500,0.750,0,0,448765952,160448512,50388992,15363670016,60,0,0,0,44359680,983240704,
01-06 10:17:45,19.652,79.851,0.498,0,0,448253952,156540928,50388992,15368060928,0,0,0,0,44359680,983240704,
01-06 10:17:46,20.960,78.030,0.758,0.253,0,447893504,177238016,50388992,15348686848,60,0,0,55754752,44359680,983240704,
01-06 10:17:47,19.950,75.561,1.496,2.993,0,448253952,172847104,50524160,15352053760,0,0,0,31186944,44359680,983240704,
01-06 10:17:48,19.598,79.397,1.005,0,0,447107072,169275392,50524160,15356305408,60,0,0,0,44359680,983240704,
01-06 10:17:49,20.802,78.697,0.501,0,0,448065536,168173568,50524160,15356440576,0,0,0,18186240,44359680,983240704,
01-06 10:17:50,20.101,79.397,0.503,0,0,449093632,161255424,50524160,15362121728,60,0,0,71655424,44359680,983240704,
01-06 10:17:51,18.250,80.750,0.750,0.250,0,447975424,158703616,50532352,15365791744,60,0,8192,439717888,44359680,983240704,
01-06 10:17:52,19.298,76.692,1.003,3.008,0,448393216,178880512,50667520,15345446912,2460,0,86016,31219712,44359680,983240704,
01-06 10:17:53,19.849,79.648,0.503,0,0,447762432,176721920,50667520,15348260864,60,0,65536,0,44359680,983240704,
01-06 10:17:54,19.950,79.302,0.748,0,0,447873024,170573824,50667520,15354351616,60,0,0,0,44359680,983240704,
01-06 10:17:55,19.048,79.198,0.501,1.253,0,448565248,164298752,50675712,15359524864,0,0,8192,320016384,44359680,983240704,
01-06 10:17:56,17.662,79.851,0.746,1.741,0,448589824,158105600,50675712,15365468160,60,0,90112,291753984,44359680,983240704,
01-06 10:17:57,17.750,77.500,1,3.750,0,448684032,160014336,50810880,15363432448,0,0,94208,31395840,44359680,983240704,
01-06 10:17:58,18.797,80.451,0.752,0,0,447123456,158072832,50810880,15366750208,60,0,4096,0,44359680,983240704,
01-06 10:17:59,19.750,79.750,0.500,0,0,448839680,177721344,50810880,15345709056,0,0,0,0,44359680,983240704,
01-06 10:18:00,20.802,78.446,0.752,0,0,447721472,173555712,50810880,15351099392,60,0,0,0,44359680,983240704,
01-06 10:18:01,18.953,80.050,0.998,0,0,447746048,174141440,50810880,15350202368,0,90,0,57544704,44359680,983240704,
01-06 10:18:02,18.045,77.945,0.752,3.258,0,448491520,171810816,50946048,15351517184,150,0,0,31252480,44359680,983240704,
01-06 10:18:03,20.896,78.358,0.746,0,0,447971328,167571456,50946048,15355707392,0,0,0,0,44359680,983240704,
01-06 10:18:04,20.896,78.358,0.746,0,0,447180800,163405824,50946048,15360532480,120,0,245760,0,44359680,983240704,
01-06 10:18:05,19.799,79.699,0.501,0,0,447856640,159543296,50946048,15363686400,0,0,0,0,44359680,983240704,
01-06 10:18:06,18.797,80.702,0.501,0,0,448540672,155357184,50946048,15366950912,60,0,0,0,44359680,983240704,
01-06 10:18:07,17.677,78.788,1.263,2.273,0,448126976,178380800,51081216,15345283072,209,42,0,32440320,44359680,983240704,
01-06 10:18:08,19.900,79.602,0.498,0,0,448491520,173346816,51081216,15349858304,60,0,0,0,44359680,983240704,
01-06 10:18:09,17.839,80.653,1.256,0.251,0,448249856,169369600,51081216,15353360384,0,0,0,51404800,44359680,983240704,
01-06 10:18:10,19,80.250,0.750,0,0,448008192,167690240,51081216,15354642432,60,0,45056,46190592,44359680,983240704,
01-06 10:18:11,18.045,81.203,0.752,0,0,448188416,166670336,51093504,15355543552,0,0,12288,485265408,44359680,983240704,
01-06 10:18:12,19,77,1,3,0,448098304,165474304,51228672,15356432384,60,0,0,31244288,44359680,983240704,
01-06 10:18:13,18.657,80.597,0.746,0,0,447905792,163938304,51228672,15358586880,0,0,0,0,44359680,983240704,
01-06 10:18:14,20,79.750,0.250,0,0,447447040,160710656,51228672,15362129920,60,0,0,0,44359680,983240704,
01-06 10:18:15,20.301,78.947,0.752,0,0,447819776,154894336,51228672,15366983680,0,0,0,0,44359680,983240704,
01-06 10:18:16,19,80,0.750,0.250,0,448499712,178761728,51228672,15343337472,60,0,0,52273152,44359680,983240704,
01-06 10:18:17,18.204,74.065,1.746,5.985,0,449773568,178302976,51367936,15341961216,0,0,4096,559804416,44359680,983240704,
01-06 10:18:18,20,79.500,0.500,0,0,449241088,173965312,51367936,15347380224,60,0,0,0,44359680,983240704,
01-06 10:18:19,21.303,78.195,0.501,0,0,447410176,173113344,51367936,15349780480,0,0,0,0,44359680,983240704,
01-06 10:18:20,20,79.500,0.500,0,0,447946752,169123840,51367936,15352680448,60,0,0,0,44359680,983240704,
01-06 10:18:21,19.799,79.950,0.251,0,0,448299008,164691968,51367936,15356792832,0,0,0,0,44359680,983240704,
01-06 10:18:22,18.090,76.382,1.508,4.020,0,448000000,164102144,51503104,15357976576,60,0,0,141316096,44359680,983240704,
01-06 10:18:23,17.632,81.108,0.756,0.504,0,447643648,159928320,51503104,15361605632,0,0,0,25374720,44359680,983240704,
01-06 10:18:24,19.451,80.050,0.499,0,0,448135168,156348416,51503104,15364571136,60,0,0,0,44359680,983240704,
01-06 10:18:25,19.799,78.195,0.752,1.253,0,448098304,155631616,51515392,15365398528,90,90,12288,672235520,44359680,983240704,
01-06 10:18:26,19.849,79.397,0.503,0.251,0,446918656,175996928,51515392,15346896896,60,0,753664,75288576,44359680,983240704,
01-06 10:18:27,17.500,77.750,1.250,3.500,0,446943232,173404160,51650560,15349256192,0,0,81920,228229120,44359680,983240704,
01-06 10:18:28,18.703,78.554,1.496,1.247,0,447610880,168869888,51650560,15352918016,60,0,512000,342118400,44359680,983240704,
01-06 10:18:29,18.750,80.250,0.750,0.250,0,448581632,164114432,51650560,15356411904,0,0,569344,0,44359680,983240704,
01-06 10:18:30,20.655,78.086,0.756,0.504,0,448262144,160374784,51683328,15360421888,60,0,335872,324259840,44359680,983240704,
01-06 10:18:31,17.500,80.250,1.250,1,0,447496192,157552640,51556352,15363645440,0,0,462848,205537280,44359680,983240704,
01-06 10:18:32,20.698,74.813,1.247,3.242,0,448774144,179380224,50778112,15341965312,60,0,401408,31375360,44359680,983240704,
01-06 10:18:33,18.797,80.702,0.501,0,0,448241664,176128000,50679808,15345766400,0,0,303104,160628736,44359680,983240704,
01-06 10:18:34,19.603,77.171,0.993,2.233,0,447610880,174551040,50499584,15348199424,60,0,8192,382808064,44359680,983240704,
01-06 10:18:35,18.640,80.101,0.756,0.504,0,447270912,168665088,50499584,15353708544,0,0,286720,18792448,44359680,983240704,
01-06 10:18:36,20.250,79.250,0.500,0,0,448884736,162582528,50503680,15358279680,60,0,557056,0,44359680,983240704,
01-06 10:18:37,17.588,70.603,1.508,10.302,0,447238144,165842944,50638848,15356096512,149,0,0,395685888,44359680,983240704,
01-06 10:18:38,20.792,77.475,0.990,0.743,0,448200704,161075200,50638848,15359815680,60,0,589824,255303680,44359680,983240704,
01-06 10:18:39,19.250,80,0.750,0,0,446857216,157065216,50638848,15364751360,0,0,417792,0,44359680,983240704,
01-06 10:18:40,20.151,74.811,1.259,3.778,0,449331200,177582080,50642944,15342714880,60,0,299008,506097664,44359680,983240704,
01-06 10:18:41,20.301,77.694,1.253,0.752,0,448176128,170414080,50647040,15351037952,0,0,970752,95223808,44359680,983240704,
01-06 10:18:42,18.593,75.126,1.759,4.523,0,449286144,170532864,50786304,15349874688,60,0,774144,194883584,44359680,983240704,
01-06 10:18:43,20.250,75.750,1.250,2.750,0,447528960,169381888,50790400,15351992320,0,0,139264,370597888,44359680,983240704,
01-06 10:18:44,20.449,78.803,0.499,0.249,0,448790528,162164736,50790400,15357624320,60,0,581632,0,44359680,983240704,
01-06 10:18:45,19.250,78,0.750,2,0,447832064,160198656,50790400,15360811008,60,0,282624,319537152,44359680,983240704,
01-06 10:18:46,17.043,81.454,0.501,1.003,0,447541248,154406912,50790400,15366295552,60,0,614400,185417728,44359680,983240704,
01-06 10:18:47,17.293,79.198,1.253,2.256,0,449404928,177795072,50929664,15341535232,0,0,1015808,64929792,44359680,983240704,
01-06 10:18:48,19.598,77.136,1.005,2.261,0,449261568,174882816,50933760,15344693248,60,0,503808,445063168,44359680,983240704,
01-06 10:18:49,20.050,78.195,1.003,0.752,0,448151552,170024960,50933760,15350403072,0,0,745472,238174208,44359680,983240704,
01-06 10:18:50,17.929,80.303,0.758,1.010,0,448503808,165572608,50933760,15354089472,60,0,286720,329412608,44359680,983240704,
01-06 10:18:51,21.500,76.250,1,1.250,0,448598016,163065856,50941952,15356379136,0,0,614400,292548608,44359680,983240704,
01-06 10:18:52,18.546,76.190,1.003,4.261,0,449417216,159961088,51093504,15358521344,60,0,315392,284594176,44359680,983240704,
01-06 10:18:53,18.228,80.759,0.759,0.253,0,449429504,177455104,51097600,15341379584,0,0,577536,73515008,44359680,983240704,
01-06 10:18:54,19.799,76.942,1.003,2.256,0,449662976,175071232,51097600,15343955968,60,0,774144,421126144,44359680,983240704,
01-06 10:18:55,18.090,81.407,0.251,0.251,0,448073728,172707840,51097600,15347400704,0,0,577536,49651712,44359680,983240704,
01-06 10:18:56,20.149,78.358,0.995,0.498,0,448892928,168603648,51097600,15350726656,60,0,12288,239894528,44359680,983240704,
01-06 10:18:57,18.090,71.106,1.508,9.296,0,449236992,171196416,51236864,15347339264,0,0,151552,329310208,44359680,983240704,
01-06 10:18:58,21.465,77.778,0.758,0,0,448761856,163766272,51236864,15354998784,120,0,1032192,0,44359680,983240704,
01-06 10:18:59,21.500,77.500,0.500,0.500,0,449454080,162557952,51240960,15355867136,0,0,303104,299163648,44359680,983240704,
01-06 10:19:00,18.342,79.146,1.256,1.256,0,449208320,156897280,51232768,15361146880,60,0,565248,225992704,44359680,983240704,
01-06 10:19:01,18.797,79.198,1.003,1.003,0,448122880,155975680,51232768,15363346432,0,0,307200,397385728,44359680,983240704,
01-06 10:19:02,18.593,76.382,1.256,3.769,0,449650688,176779264,51261440,15341375488,60,0,1175552,131772416,44359680,983240704,
01-06 10:19:03,19.403,79.353,0.746,0.498,0,447750144,174120960,51269632,15345815552,60,0,585728,164581376,44359680,983240704,
01-06 10:19:04,18.797,78.195,0.752,2.256,0,447553536,170020864,51269632,15349510144,150,90,483328,372215808,44359680,983240704,
01-06 10:19:05,18.844,80.653,0.503,0,0,447901696,164478976,51269632,15354703872,0,0,196608,0,44359680,983240704,
01-06 10:19:06,19.899,78.589,0.756,0.756,0,448622592,158277632,51269632,15359930368,60,0,446464,320753664,44359680,983240704,
01-06 10:19:07,17.955,75.810,2.244,3.990,0,449155072,155791360,51408896,15361896448,149,0,651264,253300736,44359680,983240704,
01-06 10:19:08,19.250,77.750,1,2,0,448327680,179044352,51412992,15339925504,60,0,540672,417050624,44359680,983240704,
01-06 10:19:09,20.151,78.338,0.756,0.756,0,447868928,173297664,51412992,15346102272,60,42,864256,200974336,44359680,983240704,
01-06 10:19:10,21.717,76.515,0.758,1.010,0,448040960,170647552,51412992,15348027392,60,0,344064,354344960,44359680,983240704,
01-06 10:19:11,18.159,81.343,0.498,0,0,447729664,165126144,51412992,15353602048,0,0,630784,0,44359680,983240704,
01-06 10:19:12,15.461,72.070,2.244,10.224,0,449097728,166461440,51552256,15351091200,60,0,8192,314806272,44359680,983240704,
01-06 10:19:13,17.337,79.146,1.256,2.261,0,447311872,164319232,51552256,15354347520,0,0,458752,291577856,44359680,983240704,
