"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud107",,,,"User:","gsd"
"Cmdline:","dstat --time --cpu --mem --net --disk --swap --output /mnt/nvme/tracing_data/sysdig/dstat.csv",,,,"Date:","31 May 2023 15:02:49 WEST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"swap",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","used","free"
31-05 15:11:14,25.815,73.434,0.752,0,0,1713143808,13240643584,44933120,1412722688,49933,3772938,0,0,43384832,984215552,
31-05 15:11:15,26.700,68.766,1.511,3.023,0,1713168384,13243113472,45060096,1410101248,54136,3940439,0,31117312,43384832,984215552,
31-05 15:11:16,25.564,73.935,0.501,0,0,1712922624,13245423616,45060096,1408036864,41442,3285587,0,1687552,43384832,984215552,
31-05 15:11:17,19,80.500,0.500,0,0,1712558080,13243052032,45060096,1410772992,23406,1807100,0,0,43384832,984215552,
31-05 15:11:18,22.613,77.136,0.251,0,0,1713909760,13239242752,45060096,1413234688,35205,2300567,0,0,43384832,984215552,
31-05 15:11:19,27.930,71.322,0.748,0,0,1712848896,13243297792,45060096,1410240512,51118,3614715,0,0,43384832,984215552,
31-05 15:11:20,25.758,70.455,1.263,2.525,0,1713446912,13244547072,45187072,1408266240,59219,4107498,0,31141888,43384832,984215552,
31-05 15:11:21,28.070,70.677,1.253,0,0,1712349184,13244063744,45187072,1409847296,54138,4435464,0,0,43384832,984215552,
31-05 15:11:22,22.306,77.193,0.501,0,0,1713192960,13244731392,45195264,1408327680,47659,3449163,0,24576,43384832,984215552,
31-05 15:11:23,23.116,76.131,0.754,0,0,1712513024,13243969536,45195264,1409769472,37618,2634174,0,0,43384832,984215552,
31-05 15:11:24,28.571,70.175,1.253,0,0,1713029120,13248749568,45195264,1404473344,59516,4428340,0,0,43384832,984215552,
31-05 15:11:25,30.326,66.416,1.253,2.005,0,1712316416,13248348160,45322240,1405464576,53046,4585908,0,31141888,43384832,984215552,
31-05 15:11:26,23.308,75.940,0.752,0,0,1712041984,13243273216,45322240,1410813952,48303,3285545,0,0,43384832,984215552,
31-05 15:11:27,25.564,74.185,0.251,0,0,1711218688,13240823808,45322240,1414086656,54249,4107647,0,0,43384832,984215552,
31-05 15:11:28,25.693,73.300,1.008,0,0,1714655232,13243830272,45322240,1407643648,53453,4107360,0,0,43384832,984215552,
31-05 15:11:29,16.792,83.208,0,0,0,1711165440,13238956032,45322240,1416007680,13215,821263,0,0,43384832,984215552,
31-05 15:11:30,26.683,69.077,1.247,2.993,0,1714098176,13236502528,45449216,1415385088,52856,3615203,0,31113216,43384832,984215552,
31-05 15:11:31,25.815,73.434,0.752,0,0,1714192384,13244968960,45449216,1406824448,51088,3778908,0,0,43384832,984215552,
31-05 15:11:32,29.750,70,0.250,0,0,1712467968,13245095936,45449216,1408421888,60031,4764084,0,0,43384832,984215552,
31-05 15:11:33,25.441,74.307,0.252,0,0,1711894528,13245644800,45449216,1408446464,49150,3292268,0,0,43384832,984215552,
31-05 15:11:34,20.250,79.250,0.500,0,0,1713733632,13241700352,45449216,1410551808,30441,2464407,0,0,43384832,984215552,
31-05 15:11:35,31.156,65.829,1.508,1.508,0,1713434624,13246050304,45576192,1406373888,60340,4437025,0,31121408,43384832,984215552,
31-05 15:11:36,26.448,72.292,1.259,0,0,1712652288,13247553536,45576192,1405652992,46503,3450489,0,58118144,43384832,984215552,
31-05 15:11:37,25.250,73.500,1.250,0,0,1711955968,13247631360,45576192,1406271488,52037,4271265,0,0,43384832,984215552,
31-05 15:11:38,28.141,71.608,0.251,0,0,1712427008,13247897600,45576192,1405534208,53394,4272682,0,0,43384832,984215552,
31-05 15:11:39,26,73,1,0,0,1712537600,13244444672,45576192,1408876544,52015,3779092,0,0,43384832,984215552,
31-05 15:11:40,26.065,70.927,1.003,2.005,0,1712336896,13243514880,45703168,1409880064,39759,2956493,0,31162368,43384832,984215552,
31-05 15:11:41,24.250,75.250,0.500,0,0,1712525312,13245808640,45703168,1407397888,44720,3285924,0,0,43384832,984215552,
31-05 15:11:42,25.063,74.687,0.251,0,0,1712152576,13248356352,45703168,1405222912,50216,3942760,0,716800,43384832,984215552,
31-05 15:11:43,27.387,71.859,0.754,0,0,1712066560,13247668224,45703168,1405997056,49133,3947533,4096,0,43384832,984215552,
31-05 15:11:44,28.250,71,0.750,0,0,1712967680,13247639552,45703168,1405124608,56213,4270558,0,0,43384832,984215552,
31-05 15:11:45,24,72.750,1.250,2,0,1712640000,13245722624,45830144,1407242240,48525,3449905,0,31170560,43384832,984215552,
31-05 15:11:46,26.382,73.367,0.251,0,0,1712590848,13246750720,45830144,1406263296,51115,3604101,0,0,43384832,984215552,
31-05 15:11:47,27.889,71.106,1.005,0,0,1712390144,13245333504,45830144,1407881216,54156,4098739,0,0,43384832,984215552,
31-05 15:11:48,27.204,72.292,0.504,0,0,1711972352,13245136896,45830144,1408495616,55069,4434790,0,0,43384832,984215552,
31-05 15:11:49,27.387,71.357,1.256,0,0,1713078272,13244968960,45830144,1407557632,54714,4108396,0,0,43384832,984215552,
31-05 15:11:50,20.802,75.940,1.253,2.005,0,1712562176,13244010496,45957120,1408905216,30488,2136047,0,31129600,43384832,984215552,
31-05 15:11:51,30.151,68.844,1.005,0,0,1712680960,13246398464,45957120,1406398464,61006,4439239,0,0,43384832,984215552,
31-05 15:11:52,25.879,73.618,0.503,0,0,1713430528,13244350464,45957120,1407696896,48140,3778442,0,0,43384832,984215552,
31-05 15:11:53,24.874,73.869,1.256,0,0,1713651712,13245140992,45957120,1406685184,49152,3620551,0,12288,43384832,984215552,
31-05 15:11:54,29.073,69.925,1.003,0,0,1713172480,13246234624,45957120,1406070784,52256,4106965,0,0,43384832,984215552,
31-05 15:11:55,28.250,69.500,0.750,1.500,0,1713262592,13247705088,46084096,1404383232,57196,4107645,0,31133696,43384832,984215552,
31-05 15:11:56,28.321,71.178,0.501,0,0,1712500736,13243613184,46092288,1409228800,52055,3928845,0,12288,43384832,984215552,
31-05 15:11:57,26.316,72.682,1.003,0,0,1713623040,13245046784,46092288,1406672896,52775,4260371,0,0,43384832,984215552,
31-05 15:11:58,26.884,72.111,1.005,0,0,1712009216,13247942656,46092288,1405390848,55164,3614997,0,0,43384832,984215552,
31-05 15:11:59,27.820,71.178,1.003,0,0,1713041408,13244354560,46092288,1407946752,54754,4601176,0,0,43384832,984215552,
31-05 15:12:00,26.750,70.750,0.750,1.750,0,1712095232,13242970112,46219264,1410150400,56640,4270886,0,31125504,43384832,984215552,
31-05 15:12:01,27.136,71.608,1.256,0,0,1713070080,13240578048,46219264,1411567616,55701,3943415,0,0,43384832,984215552,
31-05 15:12:02,24.190,74.564,1.247,0,0,1712574464,13243957248,46219264,1408684032,47743,3452384,0,0,43384832,984215552,
31-05 15:12:03,25.879,73.367,0.754,0,0,1712586752,13243031552,46219264,1409597440,46100,3453966,0,0,43384832,984215552,
31-05 15:12:04,24.812,74.185,1.003,0,0,1712967680,13241741312,46219264,1410506752,48659,3615502,0,0,43384832,984215552,
31-05 15:12:05,26.131,69.347,2.010,2.513,0,1712533504,13245194240,46346240,1407361024,53404,4107779,0,31121408,43384832,984215552,
31-05 15:12:06,28.822,70.175,1.003,0,0,1713393664,13243834368,46346240,1407860736,60562,4599713,0,0,43384832,984215552,
31-05 15:12:07,28.571,70.927,0.501,0,0,1713131520,13243531264,46346240,1408425984,59649,4595534,0,1691648,43384832,984215552,
31-05 15:12:08,25.250,73.250,1.500,0,0,1712439296,13244592128,46346240,1408057344,47569,3440605,0,0,43384832,984215552,
31-05 15:12:09,26.633,72.362,1.005,0,0,1712988160,13243777024,46346240,1408323584,57328,4272666,0,0,43384832,984215552,
31-05 15:12:10,23.308,72.932,1.253,2.506,0,1712279552,13239767040,46473216,1412915200,43809,3614095,0,31141888,43384832,984215552,
31-05 15:12:11,25.250,74.250,0.500,0,0,1711816704,13238829056,46473216,1414316032,47101,3286196,0,0,43384832,984215552,
31-05 15:12:12,28.212,71.537,0.252,0,0,1713405952,13242580992,46473216,1408974848,54506,4272651,0,880640,43384832,984215552,
31-05 15:12:13,27.250,71.750,1,0,0,1712881664,13244735488,46473216,1407344640,58582,4112508,0,0,43384832,984215552,
31-05 15:12:14,28.070,70.927,1.003,0,0,1713168384,13247909888,46473216,1403883520,47691,4107310,0,0,43384832,984215552,
31-05 15:12:15,27.569,69.173,1.253,2.005,0,1712046080,13246291968,46600192,1406496768,56204,4436305,0,31150080,43384832,984215552,
31-05 15:12:16,18,81.500,0.500,0,0,1711996928,13244928000,46600192,1407909888,24035,1643732,0,0,43384832,984215552,
31-05 15:12:17,26.933,72.319,0.748,0,0,1712467968,13243338752,46600192,1409028096,55905,4106462,0,0,43384832,984215552,
31-05 15:12:18,29.146,70.352,0.503,0,0,1713143808,13243277312,46600192,1408413696,54334,4107915,0,0,43384832,984215552,
31-05 15:12:19,28.250,71,0.750,0,0,1713967104,13244284928,46600192,1406582784,59294,4435885,0,0,43384832,984215552,
31-05 15:12:20,29.177,66.584,1.496,2.743,0,1712906240,13244583936,46727168,1407217664,56377,4437060,0,31133696,43384832,984215552,
31-05 15:12:21,27.068,72.180,0.752,0,0,1713033216,13246332928,46727168,1405341696,50736,4106902,0,0,43384832,984215552,
31-05 15:12:22,23.929,75.819,0.252,0,0,1713537024,13246726144,46727168,1404444672,48160,3447064,0,0,43384832,984215552,
31-05 15:12:23,26.700,72.040,1.259,0,0,1712689152,13245263872,46727168,1406754816,54833,4113089,0,0,43384832,984215552,
31-05 15:12:24,26.566,72.932,0.501,0,0,1712566272,13243576320,46727168,1408565248,47864,3613827,0,12288,43384832,984215552,
31-05 15:12:25,26.566,68.922,1.003,3.509,0,1714343936,13241974784,46854144,1408262144,48675,3770839,0,31133696,43384832,984215552,
31-05 15:12:26,27.889,71.106,1.005,0,0,1711837184,13241790464,46854144,1410953216,52404,3937156,0,0,43384832,984215552,
31-05 15:12:27,28.967,70.025,1.008,0,0,1714475008,13240573952,46854144,1409531904,56905,4435722,0,0,43384832,984215552,
31-05 15:12:28,26.952,72.040,1.008,0,0,1713659904,13243961344,46854144,1406959616,51561,3778657,0,0,43384832,984215552,
31-05 15:12:29,23.678,75.567,0.756,0,0,1712078848,13244624896,46862336,1407868928,40136,2793076,0,24576,43384832,984215552,
31-05 15:12:30,25.750,70,2,2.250,0,1712619520,13242363904,46989312,1409462272,49575,3778753,0,31154176,43384832,984215552,
31-05 15:12:31,18.250,81.500,0.250,0,0,1712549888,13238185984,46989312,1413709824,29896,1806619,0,0,43384832,984215552,
31-05 15:12:32,23.500,75.750,0.750,0,0,1713672192,13240385536,46989312,1410387968,36533,2628874,0,0,43384832,984215552,
31-05 15:12:33,21.554,77.694,0.752,0,0,1712709632,13242548224,46989312,1409187840,34351,2141531,0,0,43384832,984215552,
31-05 15:12:34,26.750,72.500,0.750,0,0,1712922624,13241028608,46989312,1410494464,46163,3285148,0,0,43384832,984215552,
31-05 15:12:35,28.250,68.250,1,2.500,0,1711550464,13238177792,47116288,1414590464,57391,4272189,0,31129600,43384832,984215552,
31-05 15:12:36,27.750,71.750,0.500,0,0,1713483776,13241200640,47116288,1409634304,56964,4435291,0,0,43384832,984215552,
31-05 15:12:37,29.750,69.750,0.500,0,0,1713901568,13244100608,47116288,1406316544,56881,4435557,0,0,43384832,984215552,
31-05 15:12:38,26.382,72.613,0.754,0.251,0,1712914432,13245861888,47116288,1405542400,53630,3933881,0,57339904,43384832,984215552,
31-05 15:12:39,27.820,71.930,0.251,0,0,1714221056,13243740160,47116288,1406357504,53075,4103991,0,0,43384832,984215552,
31-05 15:12:40,26.768,70.455,1.515,1.263,0,1713987584,13243236352,47243264,1406967808,54526,3943936,0,31150080,43384832,984215552,
31-05 15:12:41,27.569,71.930,0.501,0,0,1712971776,13244764160,47243264,1406455808,53256,4437015,0,0,43384832,984215552,
31-05 15:12:42,26.131,73.116,0.754,0,0,1714020352,13241741312,47243264,1408430080,58610,3943644,0,0,43384832,984215552,
31-05 15:12:43,31.234,67.758,1.008,0,0,1714262016,13245218816,47243264,1404710912,51269,4269493,0,4882432,43384832,984215552,
31-05 15:12:44,29.899,69.095,1.005,0,0,1712046080,13248323584,47243264,1403822080,51717,4094466,0,0,43384832,984215552,
31-05 15:12:45,27.778,68.182,1.263,2.778,0,1714085888,13246402560,47398912,1403547648,51198,3942970,0,37261312,43384832,984215552,
31-05 15:12:46,24.685,75.063,0.252,0,0,1712078848,13243981824,47398912,1407975424,46145,3449823,0,0,43384832,984215552,
31-05 15:12:47,24.937,74.307,0.756,0,0,1712095232,13244313600,47398912,1407627264,53093,3779052,0,0,43384832,984215552,
31-05 15:12:48,24,75.750,0.250,0,0,1712844800,13242765312,47398912,1408425984,47951,3121149,0,0,43384832,984215552,
31-05 15:12:49,27.960,71.033,1.008,0,0,1713008640,13245218816,47398912,1405808640,52642,4271494,0,0,43384832,984215552,
31-05 15:12:50,26.817,69.674,1.003,2.506,0,1713504256,13243236352,47525888,1407168512,53613,4108320,0,31105024,43384832,984215552,
31-05 15:12:51,30.151,68.342,1.508,0,0,1713745920,13244669952,47525888,1405493248,60362,4436222,0,0,43384832,984215552,
31-05 15:12:52,25.879,72.864,1.256,0,0,1713152000,13246251008,47525888,1404506112,47517,3778349,0,0,43384832,984215552,
31-05 15:12:53,28.392,70.854,0.754,0,0,1713311744,13242871808,47525888,1407725568,61218,4441620,0,0,43384832,984215552,
31-05 15:12:54,25.250,73.750,1,0,0,1713094656,13246373888,47525888,1404440576,53058,4108523,0,0,43384832,984215552,
31-05 15:12:55,30.730,65.239,1.511,2.519,0,1714167808,13244985344,47652864,1404628992,54365,4272055,0,31137792,43384832,984215552,
31-05 15:12:56,27.889,71.859,0.251,0,0,1712099328,13244276736,47652864,1407406080,53309,3780520,0,0,43384832,984215552,
31-05 15:12:57,27.387,71.859,0.754,0,0,1713545216,13245034496,47652864,1405202432,54202,4436169,0,0,43384832,984215552,
31-05 15:12:58,27.250,72.500,0.250,0,0,1713500160,13241942016,47652864,1408339968,49324,3615604,0,0,43384832,984215552,
31-05 15:12:59,27.638,71.608,0.754,0,0,1713233920,13242306560,47652864,1408241664,55087,3943438,0,0,43384832,984215552,
31-05 15:13:00,24.874,72.362,0.754,2.010,0,1713836032,13242740736,47779840,1407078400,53916,3941989,0,31133696,43384832,984215552,
31-05 15:13:01,29.323,69.674,1.003,0,0,1713328128,13245571072,47779840,1404755968,53831,4420390,0,0,43384832,984215552,
31-05 15:13:02,25.564,73.935,0.501,0,0,1712394240,13243895808,47788032,1407356928,47229,3770744,0,12288,43384832,984215552,
31-05 15:13:03,24.372,74.874,0.754,0,0,1712439296,13249003520,47788032,1402204160,45955,3292213,0,0,43384832,984215552,
31-05 15:13:04,24.561,74.436,1.003,0,0,1711374336,13246365696,47788032,1405906944,46706,3286141,0,0,43384832,984215552,
31-05 15:13:05,28.500,67.750,1.750,2,0,1714270208,13246390272,47915008,1402859520,57083,4271313,0,31137792,43384832,984215552,
31-05 15:13:06,25.377,73.869,0.754,0,0,1713168384,13244100608,47915008,1406242816,48436,3450537,0,0,43384832,984215552,
31-05 15:13:07,30.075,69.173,0.752,0,0,1714409472,13242462208,47915008,1406644224,54827,4271951,0,0,43384832,984215552,
31-05 15:13:08,24.060,75.188,0.752,0,0,1713475584,13239222272,47915008,1410818048,43463,3285936,0,0,43384832,984215552,
31-05 15:13:09,26.316,73.183,0.501,0,0,1712750592,13239595008,47915008,1411170304,53932,4271328,0,16384,43384832,984215552,
31-05 15:13:10,27.638,70.352,0.754,1.256,0,1714741248,13241544704,48041984,1407102976,52026,3778780,0,31129600,43384832,984215552,
31-05 15:13:11,29.177,69.825,0.998,0,0,1712492544,13240393728,48041984,1410494464,53591,3942854,0,0,43384832,984215552,
31-05 15:13:12,27.889,70.854,1.256,0,0,1713782784,13243404288,48041984,1406193664,51438,3778522,0,0,43384832,984215552,
31-05 15:13:13,27.456,71.788,0.756,0,0,1712832512,13244624896,48041984,1405923328,57577,4440991,0,0,43384832,984215552,
31-05 15:13:14,27.250,72,0.750,0,0,1713307648,13244788736,48041984,1405284352,53352,3943676,0,1839104,43384832,984215552,
31-05 15:13:15,27.136,69.095,2.010,1.759,0,1713979392,13242556416,48168960,1406717952,52708,4107623,0,31141888,43384832,984215552,
31-05 15:13:16,21.805,77.945,0.251,0,0,1713242112,13239349248,48168960,1410654208,45316,3121387,0,0,43384832,984215552,
31-05 15:13:17,26.566,72.431,1.003,0,0,1714257920,13238669312,48168960,1410318336,54036,4271759,0,0,43384832,984215552,
31-05 15:13:18,26.196,73.300,0.504,0,0,1712959488,13242982400,48168960,1407303680,51045,3438570,0,0,43384832,984215552,
31-05 15:13:19,25.628,74.121,0.251,0,0,1714982912,13243682816,48168960,1404579840,47295,3768341,0,0,43384832,984215552,
31-05 15:13:20,27.638,68.844,1.005,2.513,0,1714036736,13243105280,48295936,1405976576,59711,4434065,0,31150080,43384832,984215552,
31-05 15:13:21,27.500,71.750,0.750,0,0,1713459200,13243150336,48295936,1406509056,55262,3778694,0,0,43384832,984215552,
31-05 15:13:22,25.879,73.116,1.005,0,0,1714151424,13241610240,48295936,1407356928,45304,3778460,0,0,43384832,984215552,
31-05 15:13:23,26.185,73.317,0.499,0,0,1714302976,13240795136,48295936,1408020480,49091,3783036,0,0,43384832,984215552,
31-05 15:13:24,22.785,76.456,0.759,0,0,1713704960,13244002304,48295936,1405415424,45841,3110883,0,0,43384832,984215552,
31-05 15:13:25,23.383,73.383,0.995,2.239,0,1714081792,13235642368,48422912,1413271552,43528,3274478,0,31117312,43384832,984215552,
31-05 15:13:26,25.564,73.684,0.752,0,0,1714139136,13236256768,48422912,1412591616,47303,3286349,0,0,43384832,984215552,
31-05 15:13:27,27.068,71.679,1.253,0,0,1714032640,13240807424,48422912,1408147456,52761,4106984,0,0,43384832,984215552,
31-05 15:13:28,24.812,74.436,0.752,0,0,1712881664,13240565760,48422912,1409343488,47940,3614436,0,0,43384832,984215552,
31-05 15:13:29,27.250,71.750,1,0,0,1713160192,13241933824,48422912,1407696896,59680,4107349,0,0,43384832,984215552,
31-05 15:13:30,27.136,69.095,0.503,3.266,0,1712709632,13241778176,48549888,1408147456,51347,4435451,0,31113216,43384832,984215552,
31-05 15:13:31,25.815,73.684,0.501,0,0,1714253824,13242753024,48553984,1405644800,58545,3942938,4096,12288,43384832,984215552,
31-05 15:13:32,30.905,66.834,2.261,0,0,1713442816,13242953728,48553984,1406255104,55412,4764014,0,0,43384832,984215552,
31-05 15:13:33,32.581,66.917,0.501,0,0,1715273728,13240803328,48553984,1406574592,50216,3628780,0,0,43384832,984215552,
31-05 15:13:34,26.250,73.250,0.500,0,0,1715539968,13237043200,48553984,1410068480,48921,3614029,0,0,43384832,984215552,
31-05 15:13:35,27.456,68.514,1.008,3.023,0,1715675136,13240659968,48680960,1406189568,51481,4107299,0,31109120,43384832,984215552,
31-05 15:13:36,29.250,70.500,0.250,0,0,1715519488,13238775808,48689152,1408217088,59715,4600183,0,24576,43384832,984215552,
31-05 15:13:37,28.212,71.537,0.252,0,0,1716080640,13239898112,48689152,1406533632,53190,4100368,0,0,43384832,984215552,
31-05 15:13:38,25.564,73.684,0.752,0,0,1715412992,13241614336,48689152,1405485056,42879,3440412,0,0,43384832,984215552,
31-05 15:13:39,25.436,74.065,0.499,0,0,1716563968,13240786944,48689152,1405161472,49588,3601916,0,16384,43384832,984215552,
31-05 15:13:40,25.189,71.033,1.259,2.519,0,1716432896,13238640640,48816128,1407311872,48210,3446568,0,31133696,43384832,984215552,
31-05 15:13:41,27.569,71.679,0.752,0,0,1716568064,13238738944,48816128,1407074304,54752,3944566,0,0,43384832,984215552,
31-05 15:13:42,25.126,73.869,1.005,0,0,1715609600,13238964224,48816128,1407807488,50684,4106498,0,0,43384832,984215552,
31-05 15:13:43,26.316,72.932,0.752,0,0,1716920320,13238747136,48816128,1406713856,54279,3792151,0,0,43384832,984215552,
31-05 15:13:44,25.436,73.815,0.748,0,0,1716273152,13238697984,48816128,1407410176,51249,4271595,0,1675264,43384832,984215552,
31-05 15:13:45,27.569,69.173,1.253,2.005,0,1715441664,13235347456,48943104,1411465216,53138,4108381,0,31129600,43384832,984215552,
31-05 15:13:46,25.377,73.618,1.005,0,0,1716002816,13234458624,48943104,1411788800,50565,3300291,0,0,43384832,984215552,
31-05 15:13:47,24.433,74.811,0.756,0,0,1716273152,13235806208,48943104,1410170880,46294,3615253,0,0,43384832,984215552,
31-05 15:13:48,26.750,72,1.250,0,0,1717104640,13237272576,48943104,1407873024,51420,3943485,0,0,43384832,984215552,
31-05 15:13:49,23.678,75.819,0.504,0,0,1714475008,13237354496,48943104,1410420736,46223,2793261,0,0,43384832,984215552,
31-05 15:13:50,27.318,67.168,2.757,2.757,0,1716363264,13235163136,49070080,1410592768,57486,4928925,0,31191040,43384832,984215552,
31-05 15:13:51,26.884,72.613,0.503,0,0,1715167232,13238333440,49070080,1408618496,54084,3779831,0,0,43384832,984215552,
31-05 15:13:52,26.884,72.864,0.251,0,0,1715425280,13239476224,49070080,1407217664,48698,4106774,0,0,43384832,984215552,
31-05 15:13:53,29.177,69.825,0.998,0,0,1715601408,13239246848,49070080,1407270912,49791,3794205,0,0,43384832,984215552,
31-05 15:13:54,29.648,69.347,1.005,0,0,1716232192,13238583296,49070080,1407303680,57399,4106998,0,0,43384832,984215552,
31-05 15:13:55,29,68.500,1.250,1.250,0,1716027392,13238325248,49197056,1407639552,58152,4600334,0,31141888,43384832,984215552,
31-05 15:13:56,26.196,73.300,0.504,0,0,1716158464,13237415936,49197056,1408413696,53281,4268112,0,0,43384832,984215552,
31-05 15:13:57,30.075,68.922,1.003,0,0,1716109312,13239623680,49197056,1406255104,58707,4586377,0,0,43384832,984215552,
31-05 15:13:58,27.250,72.250,0.500,0,0,1715355648,13236985856,49197056,1409646592,51760,3778607,0,0,43384832,984215552,
31-05 15:13:59,24.181,75.567,0.252,0,0,1716633600,13237657600,49197056,1407696896,44397,3285587,0,0,43384832,984215552,
31-05 15:14:00,25.126,70.352,1.005,3.518,0,1716723712,13238923264,49324032,1406132224,49873,3615104,0,31121408,43384832,984215552,
31-05 15:14:01,25,74.750,0.250,0,0,1714507776,13235884032,49324032,1411379200,50729,3615777,0,0,43384832,984215552,
31-05 15:14:02,25.441,73.552,1.008,0,0,1717407744,13237116928,49324032,1407246336,53588,4271245,0,0,43384832,984215552,
31-05 15:14:03,28.822,70.426,0.752,0,0,1716236288,13240459264,49324032,1405075456,55426,3793556,0,0,43384832,984215552,
31-05 15:14:04,27.500,71.500,1,0,0,1716068352,13239107584,49324032,1406595072,54073,3942484,0,0,43384832,984215552,
31-05 15:14:05,30.479,65.743,1.259,2.519,0,1716219904,13237014528,49451008,1408409600,54890,4765803,0,31129600,43384832,984215552,
31-05 15:14:06,29.323,69.173,1.504,0,0,1715736576,13238394880,49451008,1407504384,57768,4435953,0,0,43384832,984215552,
31-05 15:14:07,26.065,73.684,0.251,0,0,1714827264,13237751808,49451008,1409056768,55088,4106848,0,12288,43384832,984215552,
31-05 15:14:08,25.377,73.618,1.005,0,0,1715634176,13238870016,49459200,1407123456,56562,3943504,0,12288,43384832,984215552,
31-05 15:14:09,27.318,71.930,0.752,0,0,1715580928,13238272000,49459200,1407774720,47931,3779950,0,0,43384832,984215552,
31-05 15:14:10,21.053,76.190,0.752,2.005,0,1717657600,13238321152,49586176,1405521920,35257,2463124,0,31150080,43384832,984215552,
31-05 15:14:11,28.392,71.106,0.503,0,0,1715109888,13237485568,49586176,1408897024,58219,4107410,0,0,43384832,984215552,
31-05 15:14:12,28.894,70.352,0.754,0,0,1716289536,13238108160,49586176,1407094784,56559,4928852,0,0,43384832,984215552,
31-05 15:14:13,31.738,67.758,0.504,0,0,1717047296,13241069568,49586176,1403375616,52089,4121817,0,0,43384832,984215552,
31-05 15:14:14,25.377,73.869,0.754,0,0,1716654080,13240213504,49586176,1404624896,48780,3778804,0,0,43384832,984215552,
31-05 15:14:15,25.815,71.679,1.003,1.504,0,1716228096,13240643584,49713152,1404493824,49758,3614533,0,32808960,43384832,984215552,
31-05 15:14:16,25.750,73.500,0.750,0,0,1715523584,13233721344,49713152,1412116480,53293,3613535,0,0,43384832,984215552,
31-05 15:14:17,29.293,70.202,0.505,0,0,1716441088,13236080640,49713152,1408839680,56462,4419895,0,0,43384832,984215552,
31-05 15:14:18,29.750,69.500,0.750,0,0,1715752960,13236703232,49713152,1408905216,51377,4098429,0,0,43384832,984215552,
31-05 15:14:19,23.116,76.382,0.503,0,0,1717706752,13229731840,49713152,1413922816,47237,3135406,0,0,43384832,984215552,
31-05 15:14:20,23.810,71.429,1.253,3.509,0,1716076544,13235040256,49840128,1410117632,42036,3450422,0,31113216,43384832,984215552,
31-05 15:14:21,23.116,76.131,0.754,0,0,1715531776,13237370880,49840128,1408331776,34516,2300324,0,0,43384832,984215552,
31-05 15:14:22,27.708,72.040,0.252,0,0,1716797440,13239975936,49840128,1404461056,53068,3777669,0,0,43384832,984215552,
31-05 15:14:23,26.866,72.139,0.995,0,0,1716240384,13238484992,49840128,1406509056,54549,3794412,0,0,43384832,984215552,
31-05 15:14:24,28.030,71.212,0.758,0,0,1715474432,13236871168,49840128,1408888832,47355,3778948,0,0,43384832,984215552,
31-05 15:14:25,25.815,69.674,1.504,3.008,0,1716723712,13234343936,49967104,1410039808,60833,4271671,0,53198848,43384832,984215552,
31-05 15:14:26,27.569,71.178,1.253,0,0,1715699712,13239881728,49967104,1405526016,53731,4107116,0,0,43384832,984215552,
31-05 15:14:27,26.768,71.465,1.768,0,0,1716379648,13239181312,49967104,1405546496,54754,3929781,0,0,43384832,984215552,
31-05 15:14:28,28.678,70.574,0.748,0,0,1716899840,13240111104,49967104,1404096512,55297,4430145,0,0,43384832,984215552,
31-05 15:14:29,29.073,70.426,0.501,0,0,1715998720,13241102336,49967104,1404006400,57388,4338597,0,0,43384832,984215552,
31-05 15:14:30,25.126,72.111,1.508,1.256,0,1715466240,13238759424,50094080,1406754816,53236,3874553,0,31145984,43384832,984215552,
31-05 15:14:31,23.426,74.811,1.763,0,0,1716715520,13240352768,50094080,1403912192,48768,3614847,0,0,43384832,984215552,
31-05 15:14:32,28.392,71.106,0.503,0,0,1716948992,13239734272,50094080,1404297216,53177,3943489,0,0,43384832,984215552,
31-05 15:14:33,32.581,66.667,0.752,0,0,1716572160,13240516608,50094080,1403891712,56318,4121659,0,0,43384832,984215552,
31-05 15:14:34,26.382,73.116,0.503,0,0,1717846016,13235945472,50094080,1407188992,47741,3778347,0,0,43384832,984215552,
31-05 15:14:35,26.884,69.849,0.503,2.764,0,1717637120,13238153216,50221056,1404932096,54266,4107167,0,31133696,43384832,984215552,
31-05 15:14:36,30.424,68.828,0.748,0,0,1716490240,13238022144,50221056,1406210048,57401,4435735,0,0,43384832,984215552,
31-05 15:14:37,24.874,74.623,0.503,0,0,1715826688,13236867072,50221056,1408028672,43466,3121091,0,12288,43384832,984215552,
31-05 15:14:38,28.429,70.075,1.496,0,0,1716269056,13236490240,50221056,1407963136,55691,4272937,0,0,43384832,984215552,
31-05 15:14:39,28.715,70.529,0.756,0,0,1716736000,13239259136,50221056,1404727296,55609,4436212,0,0,43384832,984215552,
31-05 15:14:40,25.436,71.571,0.998,1.995,0,1716047872,13238149120,50348032,1406398464,48444,3609711,0,31141888,43384832,984215552,
31-05 15:14:41,27.068,72.431,0.501,0,0,1716674560,13238067200,50348032,1405845504,54233,4095271,0,16384,43384832,984215552,
31-05 15:14:42,23.308,75.940,0.752,0,0,1716117504,13235068928,50348032,1409400832,40801,2790941,0,0,43384832,984215552,
