"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud107",,,,"User:","gsd"
"Cmdline:","dstat --time --cpu --mem --net --disk --swap --output /mnt/nvme/tracing_data/sysdig/dstat.csv",,,,"Date:","31 May 2023 15:37:53 WEST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"swap",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","used","free"
31-05 15:46:18,30.175,68.828,0.998,0,0,1667596288,13302292480,45121536,1397710848,61765,4594712,0,0,43376640,984223744,
31-05 15:46:19,28.894,70.352,0.754,0,0,1667907584,13300162560,45121536,1399529472,67651,4593933,0,0,43376640,984223744,
31-05 15:46:20,30.500,68.500,1,0,0,1666355200,13301338112,45121536,1399906304,64870,5888159,0,0,43376640,984223744,
31-05 15:46:21,30.827,67.669,1.504,0,0,1667182592,13299994624,45121536,1400422400,62858,4586003,0,0,43376640,984223744,
31-05 15:46:22,30.424,68.329,0.499,0.748,0,1666101248,13298520064,45248512,1402851328,64057,4921576,0,31145984,43376640,984223744,
31-05 15:46:23,29.471,69.773,0.756,0,0,1668374528,13301092352,45248512,1398001664,68355,4594180,0,0,43376640,984223744,
31-05 15:46:24,28.894,70.854,0.251,0,0,1667584000,13301387264,45248512,1398497280,52952,4593321,0,0,43376640,984223744,
31-05 15:46:25,32.170,66.833,0.998,0,0,1667362816,13301063680,45248512,1399042048,67978,5250995,0,0,43376640,984223744,
31-05 15:46:26,33.835,65.163,1.003,0,0,1666748416,13301989376,45248512,1398730752,65068,5583259,0,0,43376640,984223744,
31-05 15:46:27,32.750,63.750,1.250,2.250,0,1667538944,13301923840,45375488,1397878784,66616,4593944,0,31133696,43376640,984223744,
31-05 15:46:28,28.894,70.854,0.251,0,0,1666002944,13301891072,45375488,1399443456,60993,4921535,0,0,43376640,984223744,
31-05 15:46:29,27.136,72.613,0.251,0,0,1666764800,13300625408,45375488,1399947264,52133,3937842,0,0,43376640,984223744,
31-05 15:46:30,27.820,70.927,1.253,0,0,1666019328,13298085888,45375488,1403232256,54605,4266667,0,1691648,43376640,984223744,
31-05 15:46:31,27.456,71.537,1.008,0,0,1666904064,13299609600,45375488,1400823808,41591,3609773,0,0,43376640,984223744,
31-05 15:46:32,39,59,0.500,1.500,0,1666371584,13300834304,45502464,1400004608,68564,4593452,0,31150080,43376640,984223744,
31-05 15:46:33,32.250,67,0.750,0,0,1666723840,13302554624,45502464,1397927936,62741,4922163,0,0,43376640,984223744,
31-05 15:46:34,35.162,64.090,0.748,0,0,1665437696,13301760000,45502464,1400008704,62051,5579181,0,0,43376640,984223744,
31-05 15:46:35,31.500,67.750,0.750,0,0,1668681728,13302939648,45502464,1395585024,64284,5233844,0,0,43376640,984223744,
31-05 15:46:36,25.628,73.869,0.503,0,0,1666789376,13300080640,45502464,1400336384,45957,3285268,0,0,43376640,984223744,
31-05 15:46:37,35.589,61.654,1.754,1.003,0,1667878912,13300543488,45629440,1398657024,63240,4921884,0,31121408,43376640,984223744,
31-05 15:46:38,41.250,58.250,0.500,0,0,1665966080,13299335168,45629440,1401778176,69923,4921127,0,0,43376640,984223744,
31-05 15:46:39,33.835,65.915,0.251,0,0,1667493888,13299269632,45629440,1400315904,46699,3281902,0,0,43376640,984223744,
31-05 15:46:40,37.750,61.750,0.500,0,0,1667035136,13300641792,45629440,1399402496,65769,5249323,0,233472,43376640,984223744,
31-05 15:46:41,41,58.750,0.250,0,0,1667248128,13301026816,45629440,1398804480,58716,4923184,0,0,43376640,984223744,
31-05 15:46:42,32.663,65.075,1.005,1.256,0,1668075520,13300183040,45756416,1398693888,65088,5250076,4096,31105024,43376640,984223744,
31-05 15:46:43,34.673,64.824,0.503,0,0,1667600384,13299040256,45756416,1400311808,63457,5319062,4096,0,43376640,984223744,
31-05 15:46:44,31,68,1,0,0,1666637824,13299056640,45756416,1401257984,71012,4922088,0,0,43376640,984223744,
31-05 15:46:45,32.080,67.168,0.752,0,0,1667936256,13299355648,45756416,1399660544,65200,5249744,0,0,43376640,984223744,
31-05 15:46:46,27.318,72.431,0.251,0,0,1667100672,13299744768,45756416,1400107008,52035,4270855,0,0,43376640,984223744,
31-05 15:46:47,37.500,60.750,0.500,1.250,0,1668726784,13296533504,45883392,1401565184,55351,3609576,0,31121408,43376640,984223744,
31-05 15:46:48,33.500,66,0.500,0,0,1669873664,13296160768,45883392,1400791040,44199,3937386,0,0,43376640,984223744,
31-05 15:46:49,31.579,68.170,0.251,0,0,1670754304,13295427584,45883392,1400643584,56541,4265157,0,0,43376640,984223744,
31-05 15:46:50,45.750,53.750,0.500,0,0,1719123968,13247049728,45883392,1400651776,52093,3923664,0,0,43376640,984223744,
31-05 15:46:51,45.750,53.500,0.750,0,0,1725136896,13240991744,45883392,1400696832,57485,4916385,0,0,43376640,984223744,
31-05 15:46:52,36.776,61.461,1.259,0.504,0,1726611456,13241044992,46010368,1399042048,69815,4921510,0,31092736,43376640,984223744,
31-05 15:46:53,29.323,70.175,0.501,0,0,1726865408,13242171392,46010368,1397661696,62798,5578607,0,0,43376640,984223744,
31-05 15:46:54,29.397,69.598,1.005,0,0,1724903424,13239738368,46010368,1402060800,59654,4592292,0,0,43376640,984223744,
31-05 15:46:55,30.402,68.844,0.754,0,0,1725808640,13240385536,46010368,1400508416,61125,4593786,0,0,43376640,984223744,
31-05 15:46:56,39.196,60.302,0.503,0,0,1726177280,13240729600,46010368,1399795712,57170,4599270,0,0,43376640,984223744,
31-05 15:46:57,41.646,56.608,0.499,1.247,0,1726586880,13240918016,46137344,1399070720,64705,4577484,0,31117312,43376640,984223744,
31-05 15:46:58,32.331,66.917,0.752,0,0,1709568000,13256949760,46137344,1400057856,57370,5248590,0,0,43376640,984223744,
31-05 15:46:59,32.668,66.584,0.748,0,0,1709883392,13256384512,46137344,1400307712,54397,3938607,0,0,43376640,984223744,
31-05 15:47:00,30.402,69.095,0.503,0,0,1709613056,13257150464,46145536,1399803904,68849,4594057,0,32768,43376640,984223744,
31-05 15:47:01,30.151,68.844,1.005,0,0,1709383680,13257527296,46145536,1399656448,61043,5577212,0,1691648,43376640,984223744,
31-05 15:47:02,25.313,71.429,1.253,2.005,0,1708711936,13257961472,46272512,1399767040,61862,3937634,0,31125504,43376640,984223744,
31-05 15:47:03,27.569,71.930,0.501,0,0,1709498368,13255671808,46272512,1401274368,56185,4278987,0,0,43376640,984223744,
31-05 15:47:04,31.910,67.337,0.754,0,0,1709998080,13257236480,46272512,1399209984,63502,5906366,0,0,43376640,984223744,
31-05 15:47:05,32.750,66.750,0.500,0,0,1710026752,13257314304,46276608,1399099392,51155,3280872,0,16384,43376640,984223744,
31-05 15:47:06,41.646,58.105,0.249,0,0,1708879872,13257560064,46276608,1400000512,60150,4271644,0,0,43376640,984223744,
31-05 15:47:07,32.161,64.573,1.005,2.261,0,1708941312,13256765440,46403584,1400606720,62419,4921163,0,31121408,43376640,984223744,
31-05 15:47:08,30.402,69.347,0.251,0,0,1709203456,13254905856,46403584,1402208256,56589,4592333,0,0,43376640,984223744,
31-05 15:47:09,29,70,1,0,0,1710170112,13255413760,46403584,1400733696,61939,4593130,0,0,43376640,984223744,
31-05 15:47:10,25.313,74.436,0.251,0,0,1710219264,13256060928,46403584,1400037376,50000,3937324,0,0,43376640,984223744,
31-05 15:47:11,31.910,67.588,0.503,0,0,1709486080,13257093120,46403584,1399738368,67825,5575743,0,0,43376640,984223744,
31-05 15:47:12,27.068,70.175,1.504,1.253,0,1710170112,13258321920,46530560,1397702656,62904,4257161,0,31129600,43376640,984223744,
31-05 15:47:13,34.336,64.912,0.752,0,0,1710305280,13256536064,46530560,1399353344,67016,5233359,0,0,43376640,984223744,
31-05 15:47:14,29.825,69.173,1.003,0,0,1709752320,13255778304,46530560,1400664064,68847,4920935,0,0,43376640,984223744,
31-05 15:47:15,32.997,65.995,1.008,0,0,1709973504,13257142272,46530560,1399078912,65089,5601618,0,0,43376640,984223744,
31-05 15:47:16,31.910,67.337,0.754,0,0,1709109248,13256052736,46530560,1401032704,64885,5255329,0,102400,43376640,984223744,
31-05 15:47:17,27.638,69.849,1.005,1.508,0,1709707264,13256269824,46657536,1400090624,54474,4592472,0,31113216,43376640,984223744,
31-05 15:47:18,29.574,69.674,0.752,0,0,1709916160,13255135232,46657536,1401016320,66692,4593891,0,0,43376640,984223744,
31-05 15:47:19,30.348,68.905,0.746,0,0,1709658112,13254701056,46657536,1401708544,65752,5249540,0,0,43376640,984223744,
31-05 15:47:20,31.407,68.090,0.503,0,0,1710198784,13255438336,46657536,1400430592,73824,4923019,0,0,43376640,984223744,
31-05 15:47:21,32.663,66.834,0.503,0,0,1709330432,13254545408,46657536,1402191872,65387,5578123,0,0,43376640,984223744,
31-05 15:47:22,29.899,66.583,0.754,2.764,0,1710034944,13256392704,46784512,1399513088,67112,5249814,0,31141888,43376640,984223744,
31-05 15:47:23,28.571,70.677,0.752,0,0,1710399488,13257023488,46784512,1398517760,56584,4594136,0,0,43376640,984223744,
31-05 15:47:24,28.321,70.677,1.003,0,0,1710018560,13256880128,46784512,1399042048,62423,4265468,0,0,43376640,984223744,
31-05 15:47:25,24.060,75.940,0,0,0,1708621824,13253505024,46784512,1403813888,44005,3608984,0,0,43376640,984223744,
31-05 15:47:26,32.832,66.416,0.752,0,0,1709355008,13254230016,46784512,1402355712,75453,5255413,0,0,43376640,984223744,
31-05 15:47:27,28.571,66.165,1.754,3.509,0,1709137920,13253328896,46911488,1403346944,50763,3937292,0,31133696,43376640,984223744,
31-05 15:47:28,27.708,71.033,1.259,0,0,1709162496,13252788224,46911488,1403863040,57261,4922718,0,0,43376640,984223744,
31-05 15:47:29,34.085,65.414,0.501,0,0,1710866432,13254488064,46911488,1400459264,61532,4593732,0,0,43376640,984223744,
31-05 15:47:30,31.830,67.669,0.501,0,0,1709461504,13256003584,46911488,1400348672,64546,5231631,0,0,43376640,984223744,
31-05 15:47:31,27,72.250,0.750,0,0,1710735360,13259231232,46911488,1395851264,62094,4265376,0,0,43376640,984223744,
31-05 15:47:32,30,67,1.250,1.750,0,1710075904,13257162752,47038464,1398452224,63896,4921569,0,32845824,43376640,984223744,
31-05 15:47:33,29.574,69.925,0.501,0,0,1710874624,13256491008,47038464,1398321152,74919,4922228,0,0,43376640,984223744,
31-05 15:47:34,33.250,65.250,1.500,0,0,1709735936,13256327168,47038464,1399623680,71012,6234571,0,0,43376640,984223744,
31-05 15:47:35,33.500,65.750,0.750,0,0,1709608960,13255761920,47038464,1400315904,78607,5578484,0,0,43376640,984223744,
31-05 15:47:36,33.333,66.165,0.501,0,0,1709617152,13254971392,47038464,1401098240,61236,4927265,0,0,43376640,984223744,
31-05 15:47:37,35.516,60.453,1.511,2.519,0,1710403584,13254516736,47165440,1400639488,72649,5578996,0,31137792,43376640,984223744,
31-05 15:47:38,32.581,66.416,1.003,0,0,1709625344,13255581696,47165440,1400348672,74534,4922320,0,0,43376640,984223744,
31-05 15:47:39,26.884,72.864,0.251,0,0,1710350336,13254488064,47165440,1400717312,49824,4593863,0,0,43376640,984223744,
31-05 15:47:40,32.836,65.672,1.493,0,0,1710637056,13254193152,47165440,1400725504,83828,5890300,0,0,43376640,984223744,
31-05 15:47:41,19.298,80.201,0.501,0,0,1709600768,13248634880,47165440,1407320064,15641,1969615,0,0,43376640,984223744,
31-05 15:47:42,21.357,74.372,1.005,3.266,0,1711251456,13246177280,47292416,1408000000,33638,1312567,0,31129600,43376640,984223744,
31-05 15:47:43,32.915,66.332,0.754,0,0,1710698496,13249011712,47292416,1405714432,68095,5906697,0,0,43376640,984223744,
31-05 15:47:44,29.323,69.925,0.752,0,0,1709551616,13252444160,47292416,1403428864,59852,4921822,0,0,43376640,984223744,
31-05 15:47:45,28.894,70.603,0.503,0,0,1709932544,13254795264,47292416,1400700928,70008,4593653,0,0,43376640,984223744,
31-05 15:47:46,34.750,65,0.250,0,0,1710714880,13256257536,47292416,1398456320,62421,5254565,0,0,43376640,984223744,
31-05 15:47:47,30.100,66.169,1.493,2.239,0,1710153728,13255401472,47472640,1399693312,45305,3937342,0,95350784,43376640,984223744,
31-05 15:47:48,20.101,79.397,0.503,0,0,1709621248,13255389184,47472640,1400233984,35381,2297010,0,0,43376640,984223744,
31-05 15:47:49,33.750,65.500,0.750,0,0,1709969408,13255938048,47472640,1399336960,63384,4593576,0,0,43376640,984223744,
31-05 15:47:50,26.250,73.250,0.500,0,0,1709719552,13255352320,47472640,1400172544,22764,2296917,0,0,43376640,984223744,
31-05 15:47:51,26.316,73.183,0.501,0,0,1709690880,13252345856,47472640,1403207680,39958,2624793,0,0,43376640,984223744,
31-05 15:47:52,28.535,67.172,1.515,2.778,0,1710501888,13249683456,47599616,1404911616,47340,3609305,0,33312768,43376640,984223744,
31-05 15:47:53,18.045,81.955,0,0,0,1710194688,13245235200,47599616,1409683456,24961,1969051,0,0,43376640,984223744,
31-05 15:47:54,21.500,78,0.500,0,0,1708773376,13241106432,47599616,1415233536,29954,2296726,0,0,43376640,984223744,
31-05 15:47:55,30.227,69.270,0.504,0,0,1710923776,13247414272,47599616,1406775296,61633,4265932,0,0,43376640,984223744,
31-05 15:47:56,26.566,72.932,0.501,0,0,1710694400,13250306048,47599616,1404112896,52495,4270128,0,0,43376640,984223744,
31-05 15:47:57,27.475,68.812,1.238,2.475,0,1709649920,13250170880,47726592,1405165568,69000,4259089,0,31088640,43376640,984223744,
31-05 15:47:58,29.648,69.095,1.256,0,0,1709502464,13250600960,47726592,1404878848,55356,5233215,0,0,43376640,984223744,
31-05 15:47:59,29.574,69.925,0.501,0,0,1710997504,13253480448,47726592,1400504320,60421,4264945,0,0,43376640,984223744,
31-05 15:48:00,31.156,67.839,1.005,0,0,1709162496,13254025216,47726592,1401794560,63485,4922070,0,0,43376640,984223744,
31-05 15:48:01,37.845,61.404,0.752,0,0,1710149632,13254062080,47726592,1400770560,69319,5907078,0,0,43376640,984223744,
31-05 15:48:02,34.257,61.965,0.756,3.023,0,1710379008,13253713920,47853568,1400762368,75214,5250649,0,31129600,43376640,984223744,
31-05 15:48:03,29.250,70.500,0.250,0,0,1708740608,13252571136,47853568,1403543552,55710,4265544,0,0,43376640,984223744,
31-05 15:48:04,29.397,69.598,1.005,0,0,1709780992,13254082560,47853568,1400995840,53906,4921585,0,0,43376640,984223744,
31-05 15:48:05,29.073,70.426,0.501,0,0,1709920256,13250359296,47853568,1404579840,53602,4265823,0,0,43376640,984223744,
31-05 15:48:06,29.426,69.825,0.748,0,0,1711640576,13251887104,47853568,1401331712,64208,4271043,0,0,43376640,984223744,
31-05 15:48:07,32.080,64.411,1.754,1.754,0,1711325184,13253136384,47992832,1400258560,65821,5249486,4096,31166464,43376640,984223744,
31-05 15:48:08,31.407,67.337,1.256,0,0,1710972928,13252882432,47992832,1400864768,67694,5887269,0,0,43376640,984223744,
31-05 15:48:09,30.175,69.327,0.499,0,0,1710288896,13253898240,47992832,1400532992,49906,3931091,0,0,43376640,984223744,
31-05 15:48:10,39.698,59.799,0.503,0,0,1710350336,13253951488,47992832,1400418304,58064,4265633,4096,0,43376640,984223744,
31-05 15:48:11,33.584,65.915,0.501,0,0,1710346240,13254123520,47992832,1400250368,57587,4593738,0,0,43376640,984223744,
31-05 15:48:12,29.975,68.766,0.756,0.504,0,1710526464,13252644864,48123904,1401417728,61088,5250338,0,31141888,43376640,984223744,
31-05 15:48:13,30.075,69.173,0.752,0,0,1709572096,13253771264,48123904,1401237504,62846,4920943,0,0,43376640,984223744,
31-05 15:48:14,32,67.250,0.750,0,0,1710518272,13250785280,48123904,1403277312,68255,4921848,0,0,43376640,984223744,
31-05 15:48:15,27.638,71.106,1.256,0,0,1710993408,13253304320,48123904,1400283136,48579,4591444,0,0,43376640,984223744,
31-05 15:48:16,29.250,69.500,1.250,0,0,1711632384,13253738496,48123904,1399209984,61247,4599702,0,0,43376640,984223744,
31-05 15:48:17,30.075,67.419,1.253,1.253,0,1711222784,13255004160,48250880,1398194176,63471,4593386,0,31109120,43376640,984223744,
31-05 15:48:18,30.886,68.354,0.759,0,0,1711386624,13253885952,48250880,1399173120,66962,5250906,0,8364032,43376640,984223744,
31-05 15:48:19,30.075,68.922,1.003,0,0,1710489600,13253668864,48250880,1400287232,65489,4587868,0,0,43376640,984223744,
31-05 15:48:20,25,74.500,0.500,0,0,1710804992,13253939200,48250880,1399701504,44038,3925059,0,0,43376640,984223744,
31-05 15:48:21,28.967,69.521,1.511,0,0,1709608960,13252280320,48250880,1402556416,52035,3601540,0,0,43376640,984223744,
31-05 15:48:22,30,68.250,0,1.750,0,1711095808,13251751936,48377856,1401470976,62639,4594840,0,31125504,43376640,984223744,
31-05 15:48:23,30.250,68.750,1,0,0,1711316992,13251723264,48377856,1401270272,67492,5578867,0,0,43376640,984223744,
31-05 15:48:24,29.397,70.352,0.251,0,0,1711345664,13252739072,48377856,1400225792,54243,4266347,0,0,43376640,984223744,
31-05 15:48:25,30.326,68.922,0.752,0,0,1711054848,13252055040,48377856,1401200640,69089,4922958,0,0,43376640,984223744,
31-05 15:48:26,32.494,66.499,1.008,0,0,1710436352,13254623232,48377856,1399250944,65279,5583423,0,0,43376640,984223744,
31-05 15:48:27,28.822,68.421,1.003,1.754,0,1710751744,13253640192,48504832,1399795712,58955,3937453,0,31121408,43376640,984223744,
31-05 15:48:28,33.584,64.912,1.504,0,0,1710411776,13253763072,48504832,1400008704,64051,5249883,0,0,43376640,984223744,
31-05 15:48:29,28.180,71.322,0.499,0,0,1709187072,13252005888,48504832,1402990592,57730,4593472,0,0,43376640,984223744,
31-05 15:48:30,28.822,70.927,0.251,0,0,1710727168,13253808128,48504832,1399648256,61236,4264985,0,0,43376640,984223744,
31-05 15:48:31,30.827,68.421,0.752,0,0,1710014464,13252878336,48504832,1401290752,65103,5611366,0,0,43376640,984223744,
31-05 15:48:32,31.500,64.500,1.250,2.750,0,1710841856,13252890624,48631808,1400324096,67021,4921859,0,31129600,43376640,984223744,
31-05 15:48:33,29.323,69.674,1.003,0,0,1710673920,13254811648,48631808,1398566912,66270,4593687,0,0,43376640,984223744,
31-05 15:48:34,28.571,70.927,0.501,0,0,1710182400,13253517312,48631808,1400352768,56414,4593588,0,0,43376640,984223744,
31-05 15:48:35,28.643,70.603,0.754,0,0,1710997504,13252882432,48631808,1400172544,52090,4265461,0,0,43376640,984223744,
31-05 15:48:36,27.068,72.682,0.251,0,0,1710866432,13252718592,48631808,1400467456,40647,3291914,0,0,43376640,984223744,
31-05 15:48:37,33.250,63,1.250,2.500,0,1711304704,13250035712,48758784,1402585088,67311,4251754,0,31129600,43376640,984223744,
31-05 15:48:38,31.990,67.254,0.756,0,0,1710542848,13249576960,48758784,1403805696,65918,5569161,0,0,43376640,984223744,
31-05 15:48:39,28.643,70.854,0.503,0,0,1710555136,13250625536,48758784,1402744832,54623,3937721,0,0,43376640,984223744,
31-05 15:48:40,29.397,69.347,1.256,0,0,1711058944,13250871296,48758784,1401995264,59981,4593310,0,0,43376640,984223744,
31-05 15:48:41,29.219,69.521,1.259,0,0,1711554560,13254381568,48758784,1397989376,58420,5249359,0,0,43376640,984223744,
31-05 15:48:42,31.738,65.743,1.008,1.511,0,1711435776,13253201920,48885760,1399160832,70582,5250909,0,31133696,43376640,984223744,
31-05 15:48:43,30.402,69.095,0.503,0,0,1711288320,13252640768,48885760,1399869440,66498,5241214,0,0,43376640,984223744,
31-05 15:48:44,35.840,63.158,1.003,0,0,1711423488,13250596864,48885760,1401778176,74506,5895136,0,0,43376640,984223744,
31-05 15:48:45,29.899,69.347,0.754,0,0,1711521792,13252288512,48885760,1399988224,57957,4593556,0,0,43376640,984223744,
31-05 15:48:46,32.915,66.332,0.754,0,0,1711902720,13251551232,48885760,1400344576,73338,5593157,0,0,43376640,984223744,
31-05 15:48:47,30.576,66.165,1.253,2.005,0,1712660480,13251342336,49012736,1399668736,75013,4922012,0,31141888,43376640,984223744,
31-05 15:48:48,29.750,69.750,0.500,0,0,1711235072,13250367488,49012736,1402068992,56387,4592832,0,0,43376640,984223744,
31-05 15:48:49,32.663,66.080,1.005,0.251,0,1711493120,13252284416,49012736,1399894016,68136,5907395,0,60383232,43376640,984223744,
31-05 15:48:50,28.070,70.927,1.003,0,0,1711095808,13253050368,49012736,1399525376,52451,3608844,0,0,43376640,984223744,
31-05 15:48:51,30.075,69.424,0.501,0,0,1710940160,13250146304,49012736,1402585088,61596,4630913,0,0,43376640,984223744,
31-05 15:48:52,32.581,63.409,1.754,2.256,0,1711620096,13252141056,49139712,1399783424,60392,5239099,0,31170560,43376640,984223744,
31-05 15:48:53,28.928,70.075,0.998,0,0,1711112192,13251227648,49139712,1401204736,60139,4579429,0,0,43376640,984223744,
31-05 15:48:54,32.412,66.834,0.754,0,0,1710800896,13253779456,49139712,1398964224,66449,5578365,0,4395008,43376640,984223744,
31-05 15:48:55,21.303,78.446,0.251,0,0,1712230400,13251117056,49139712,1400197120,42276,2953203,0,0,43376640,984223744,
31-05 15:48:56,32.746,66.751,0.504,0,0,1710747648,13252698112,49139712,1400098816,66012,4936381,0,0,43376640,984223744,
31-05 15:48:57,29.676,66.833,1.247,2.244,0,1711132672,13251919872,49217536,1400414208,59943,4594262,0,31166464,43376640,984223744,
31-05 15:48:58,28.894,70.854,0.251,0,0,1711828992,13253173248,49217536,1398460416,58469,4265193,0,0,43376640,984223744,
31-05 15:48:59,23.869,75.377,0.754,0,0,1710891008,13251813376,49217536,1400758272,52772,4265570,0,0,43376640,984223744,
31-05 15:49:00,26.434,73.317,0.249,0,0,1710645248,13250686976,49217536,1402134528,53150,4265923,0,0,43376640,984223744,
31-05 15:49:01,32.412,67.085,0.503,0,0,1711722496,13249744896,49217536,1401999360,74411,5577796,0,0,43376640,984223744,
31-05 15:49:02,30.923,65.586,1.995,1.496,0,1711591424,13253091328,49344512,1398657024,73535,5249971,0,31137792,43376640,984223744,
31-05 15:49:03,30.151,69.347,0.503,0,0,1711411200,13254672384,49344512,1397248000,60796,5249912,4096,0,43376640,984223744,
31-05 15:49:04,27.750,71.750,0.500,0,0,1711570944,13250764800,49344512,1400995840,61761,3937673,0,0,43376640,984223744,
31-05 15:49:05,32.500,67,0.500,0,0,1709871104,13249789952,49344512,1403670528,63104,5249873,0,0,43376640,984223744,
31-05 15:49:06,26.817,72.932,0.251,0,0,1710960640,13248532480,49344512,1403838464,53968,3951719,0,0,43376640,984223744,
31-05 15:49:07,30.923,65.835,1.247,1.995,0,1711296512,13249150976,49471488,1402757120,73360,5915974,0,31129600,43376640,984223744,
31-05 15:49:08,31.830,67.920,0.251,0,0,1712111616,13249351680,49471488,1401741312,64691,4922040,0,0,43376640,984223744,
31-05 15:49:09,30.227,68.766,1.008,0,0,1711378432,13253799936,49471488,1398026240,67052,4587555,0,0,43376640,984223744,
31-05 15:49:10,39.599,60.150,0.251,0,0,1711132672,13252304896,49471488,1399767040,60297,5560347,0,0,43376640,984223744,
31-05 15:49:11,30.827,68.672,0.501,0,0,1711161344,13251796992,49471488,1400246272,69711,4589347,0,0,43376640,984223744,
31-05 15:49:12,30.151,66.080,1.256,2.513,0,1712041984,13251231744,49598464,1399803904,48682,4593617,0,31137792,43376640,984223744,
31-05 15:49:13,32.997,65.743,1.259,0,0,1711329280,13250977792,49606656,1400762368,71955,5658149,0,32768,43376640,984223744,
31-05 15:49:14,29,70.250,0.750,0,0,1711882240,13251309568,49606656,1399877632,63636,4921266,0,0,43376640,984223744,
31-05 15:49:15,29.146,70.101,0.754,0,0,1712078848,13251784704,49606656,1399205888,59194,4265249,0,0,43376640,984223744,
31-05 15:49:16,22.306,77.193,0.501,0,0,1711775744,13248774144,49606656,1402519552,44754,3295383,0,0,43376640,984223744,
31-05 15:49:17,30.576,65.664,1.504,2.256,0,1712295936,13249003520,49733632,1401643008,59882,4922276,0,31125504,43376640,984223744,
31-05 15:49:18,27.068,72.180,0.752,0,0,1712103424,13252935680,49733632,1397903360,58862,4265591,0,12288,43376640,984223744,
31-05 15:49:19,32.832,66.667,0.501,0,0,1710878720,13252849664,49733632,1399214080,64408,4922212,0,0,43376640,984223744,
31-05 15:49:20,37.845,61.404,0.752,0,0,1711730688,13252698112,49733632,1398513664,57427,5249818,0,16384,43376640,984223744,
31-05 15:49:21,26.817,72.180,1.003,0,0,1712611328,13249384448,49733632,1400946688,53286,3280790,0,0,43376640,984223744,
31-05 15:49:22,29.925,66.334,0.998,2.743,0,1712308224,13250265088,49860608,1400242176,64650,5578933,0,31129600,43376640,984223744,
31-05 15:49:23,32.412,67.085,0.503,0,0,1710661632,13250940928,49860608,1401212928,70830,5250090,0,0,43376640,984223744,
31-05 15:49:24,26.065,73.434,0.501,0,0,1710301184,13249323008,49860608,1403191296,48010,3937301,0,0,43376640,984223744,
31-05 15:49:25,35.678,63.065,1.256,0,0,1711570944,13250076672,49860608,1401171968,77000,5906232,0,2297856,43376640,984223744,
31-05 15:49:26,32.242,67.506,0.252,0,0,1712242688,13250134016,49860608,1400442880,74432,5592169,0,0,43376640,984223744,
31-05 15:49:27,30.100,68.657,0.746,0.498,0,1713074176,13250662400,49987584,1398956032,62755,4592883,0,31125504,43376640,984223744,
31-05 15:49:28,30.576,67.920,1.504,0,0,1712103424,13248753664,49987584,1401827328,71615,5895337,0,0,43376640,984223744,
31-05 15:49:29,32.161,67.588,0.251,0,0,1712353280,13251563520,49987584,1398767616,65978,5238749,0,0,43376640,984223744,
31-05 15:49:30,28.571,70.426,1.003,0,0,1710661632,13249851392,49987584,1402171392,54251,3937280,0,0,43376640,984223744,
31-05 15:49:31,30.326,68.922,0.752,0,0,1711386624,13251153920,49987584,1400143872,64575,5577761,0,0,43376640,984223744,
31-05 15:49:32,22.613,75.628,0.754,1.005,0,1712267264,13250396160,50114560,1399894016,39546,2661574,0,31133696,43376640,984223744,
31-05 15:49:33,30.326,68.672,1.003,0,0,1710661632,13250514944,50114560,1401376768,69698,4592943,0,0,43376640,984223744,
31-05 15:49:34,26.065,73.434,0.501,0,0,1712721920,13250453504,50114560,1399377920,54626,4921659,0,0,43376640,984223744,
31-05 15:49:35,24.372,74.372,1.256,0,0,1711673344,13249142784,50114560,1401737216,50003,3609485,0,0,43376640,984223744,
31-05 15:49:36,29.073,70.677,0.251,0,0,1711374336,13248094208,50114560,1403084800,51893,3623806,0,0,43376640,984223744,
31-05 15:49:37,25.500,70.500,1.500,2.500,0,1711316992,13246140416,50241536,1404968960,39872,3605557,0,31125504,43376640,984223744,
31-05 15:49:38,19.095,80.402,0.503,0,0,1711738880,13244198912,50241536,1406484480,27605,1962692,0,0,43376640,984223744,
31-05 15:49:39,22.807,77.193,0,0,0,1711583232,13242638336,50241536,1408200704,40416,2952497,0,0,43376640,984223744,
31-05 15:49:40,25.622,73.134,1.244,0,0,1712357376,13243699200,50241536,1406365696,56364,3938204,0,0,43376640,984223744,
31-05 15:49:41,28.321,71.429,0.251,0,0,1711951872,13246164992,50241536,1404305408,56497,4265758,0,0,43376640,984223744,
31-05 15:49:42,30.905,66.583,0.754,1.759,0,1712590848,13247598592,50368512,1402097664,67384,5577392,0,31121408,43376640,984223744,
31-05 15:49:43,31.078,68.170,0.752,0,0,1712840704,13249294336,50368512,1400135680,66671,4922014,0,0,43376640,984223744,
31-05 15:49:44,30.326,69.173,0.501,0,0,1711497216,13251616768,50368512,1399156736,71430,5250055,0,0,43376640,984223744,
31-05 15:49:45,28.070,71.429,0.501,0,0,1712226304,13250236416,50368512,1399808000,60570,4265073,0,0,43376640,984223744,
31-05 15:49:46,33.668,65.578,0.754,0,0,1712443392,13249085440,50368512,1400741888,69831,5592739,0,0,43376640,984223744,
